año;mes;nacion;1 estrella;2 estrellas;3 estrellas;4 estrellas;5 estrellas;hoteleros;extrahoteleros;total
2016;7;Suiza;28;127;580;2866;1161;4762;937;5699
2016;7;Austria;8;44;354;1964;435;2805;707;3512
2016;7;Rusia;63;185;1122;2648;1313;5331;4113;9444
2016;7;Países del Este;33;323;1170;6938;1034;9498;3305;12803
2016;7;Resto de Europa;105;418;2714;6325;685;10247;4347;14594
2016;7;Estados Unidos;22;67;183;302;611;1185;500;1685
2016;7;Resto de América;73;168;441;386;333;1401;649;2050
2016;7;Resto del Mundo;49;157;439;2325;1261;4231;1421;5652
2016;7;TOTAL;4912;12618;69622;205624;49918;342694;175839;518533
2016;8;España;1802;6621;19242;63662;14088;105415;38719;144134
2016;8;Holanda;27;133;2296;8985;959;12400;6319;18719
2016;8;Bélgica;42;324;873;7548;1483;10270;1854;12124
2016;8;Alemania;179;622;9202;25841;4081;39925;11433;51358
2016;8;Francia;269;580;2126;6932;1730;11637;5245;16882
2016;8;Gran Bretaña;1184;2821;20429;67925;19547;111906;78888;190794
2016;8;Irlanda;11;134;1300;1885;652;3982;4459;8441
2016;8;Italia;212;882;4338;6340;824;12596;6190;18786
2016;8;Suecia;18;35;82;724;77;936;244;1180
2016;8;Noruega;5;129;63;415;37;649;516;1165
2016;8;Dinamarca;7;77;98;692;69;943;403;1346
2016;8;Finlandia;0;10;8;32;58;108;42;150
2016;8;Suiza;15;40;308;1405;678;2446;382;2828
2016;8;Austria;9;55;277;1268;369;1978;507;2485
2016;8;Rusia;64;106;1001;2534;1308;5013;3098;8111
2016;8;Países del Este;56;222;1317;6678;1037;9310;2831;12141
2016;8;Resto de Europa;104;369;3071;6420;1174;11138;4470;15608
2016;8;Estados Unidos;10;36;137;282;430;895;377;1272
2016;8;Resto de América;74;126;384;300;234;1118;527;1645
2016;8;Resto del Mundo;61;211;533;2365;1254;4424;1442;5866
2016;8;TOTAL;4149;13533;67085;212233;50089;347089;167946;515035
2016;9;España;2186;6426;15316;49146;12001;85075;28419;113494
2016;9;Holanda;46;157;1747;5440;1002;8392;3992;12384
2016;9;Bélgica;18;171;791;6654;1497;9131;1852;10983
2016;9;Alemania;262;863;8828;27466;5262;42681;10224;52905
2016;9;Francia;174;404;1691;4534;723;7526;3486;11012
2016;9;Gran Bretaña;1374;3185;23551;64029;19102;111241;75223;186464
2016;9;Irlanda;19;117;1146;2281;824;4387;4159;8546
2016;9;Italia;248;425;2691;3883;527;7774;3848;11622
2016;9;Suecia;5;70;145;536;105;861;377;1238
2016;9;Noruega;4;161;96;312;96;669;485;1154
2016;9;Dinamarca;10;48;121;549;93;821;421;1242
2016;9;Finlandia;2;23;28;180;58;291;338;629
2016;9;Suiza;21;142;498;1753;1224;3638;1516;5154
2016;9;Austria;16;62;327;1162;428;1995;408;2403
2016;9;Rusia;86;137;1796;2473;1054;5546;3861;9407
2016;9;Países del Este;62;202;1735;6033;580;8612;3292;11904
2016;9;Resto de Europa;73;377;2861;4785;903;8999;4611;13610
2016;9;Estados Unidos;20;34;127;360;1084;1625;287;1912
2016;9;Resto de América;59;125;486;313;341;1324;466;1790
2016;9;Resto del Mundo;55;180;476;1659;1367;3737;1053;4790
2016;9;TOTAL;4740;13309;64457;183548;48271;314325;148318;462643
2016;10;España;2064;6144;15167;40024;8438;71837;18453;90290
2016;10;Holanda;30;219;1837;6586;1104;9776;4776;14552
2016;10;Bélgica;59;257;980;8076;2583;11955;1916;13871
2016;10;Alemania;316;1254;10562;29493;6875;48500;13405;61905
2016;10;Francia;317;599;2048;6563;1473;11000;4400;15400
2016;10;Gran Bretaña;1176;2533;19081;70339;23561;116690;70835;187525
2016;10;Irlanda;18;173;1052;2451;1052;4746;3143;7889
2016;10;Italia;233;411;2729;4817;689;8879;3552;12431
2016;10;Suecia;14;454;1227;4050;944;6689;6680;13369
2016;10;Noruega;12;604;1287;2315;582;4800;5022;9822
2016;10;Dinamarca;5;449;835;2116;339;3744;3620;7364
2016;10;Finlandia;6;195;675;1967;442;3285;6264;9549
2016;10;Suiza;37;307;863;3276;2369;6852;1681;8533
2016;10;Austria;43;64;336;1505;493;2441;573;3014
2016;10;Rusia;99;204;1372;2393;1043;5111;3889;9000
2016;10;Países del Este;68;176;1573;5622;882;8321;4294;12615
2016;10;Resto de Europa;82;490;2850;4471;1170;9063;4336;13399
2016;10;Estados Unidos;34;35;140;319;619;1147;272;1419
2016;10;Resto de América;63;156;491;392;189;1291;272;1563
2016;10;Resto del Mundo;55;172;493;1829;1720;4269;1131;5400
2016;10;TOTAL;4731;14896;65598;198604;56567;340396;158514;498910
2016;11;España;2089;5544;13667;30902;5358;57560;10793;68353
2016;11;Holanda;47;238;1534;4849;847;7515;3561;11076
2016;11;Bélgica;55;233;985;7619;2335;11227;1961;13188
2016;11;Alemania;473;1507;9593;31092;7484;50149;11457;61606
2016;11;Francia;293;515;1498;3501;983;6790;2373;9163
2016;11;Gran Bretaña;1172;2037;17525;53620;16131;90485;55655;146140
2016;11;Irlanda;18;141;963;1877;844;3843;2123;5966
2016;11;Italia;221;440;2382;4520;877;8440;3025;11465
2016;11;Suecia;39;831;2487;8873;1698;13928;10423;24351
2016;11;Noruega;20;512;1723;3129;908;6292;6751;13043
2016;11;Dinamarca;21;504;933;2882;350;4690;5360;10050
2016;11;Finlandia;23;222;1711;3880;595;6431;9189;15620
2016;11;Suiza;42;267;575;2112;1548;4544;869;5413
2016;11;Austria;14;97;475;1573;710;2869;818;3687
2016;11;Rusia;97;183;1184;1856;798;4118;2920;7038
2016;11;Países del Este;76;218;1145;4846;641;6926;3342;10268
2016;11;Resto de Europa;119;397;2409;3656;902;7483;3546;11029
2016;11;Estados Unidos;12;45;130;414;458;1059;215;1274
2016;11;Resto de América;90;119;414;353;216;1192;215;1407
2016;11;Resto del Mundo;49;149;348;1465;1473;3484;823;4307
2016;11;TOTAL;4970;14199;61681;173019;45156;299025;135419;434444
2016;12;España;2061;5500;11533;32720;9114;60928;13121;74049
2016;12;Holanda;107;300;1349;4524;870;7150;3806;10956
2016;12;Bélgica;60;206;903;7439;1938;10546;2497;13043
2016;12;Alemania;524;1206;8961;23944;5999;40634;10980;51614
2016;12;Francia;312;512;2409;5127;1785;10145;3348;13493
2016;12;Gran Bretaña;1530;2434;18962;58123;18076;99125;63021;162146
2016;12;Irlanda;24;172;921;1950;761;3828;2817;6645
2016;12;Italia;226;567;2657;5221;1147;9818;3794;13612
2016;12;Suecia;43;595;2715;7568;1330;12251;9901;22152
2016;12;Noruega;34;577;1453;2098;563;4725;5521;10246
2016;12;Dinamarca;21;532;1307;2722;368;4950;5596;10546
2016;12;Finlandia;33;257;1650;3510;629;6079;9510;15589
2016;12;Suiza;36;206;464;1577;910;3193;728;3921
2016;12;Austria;39;88;490;1477;469;2563;760;3323
2016;12;Rusia;90;130;1258;2008;827;4313;2854;7167
2016;12;Países del Este;63;243;1306;5217;485;7314;3479;10793
2016;12;Resto de Europa;85;418;2492;4015;935;7945;3910;11855
2016;12;Estados Unidos;38;115;282;505;648;1588;403;1991
2016;12;Resto de América;73;122;438;282;188;1103;344;1447
2016;12;Resto del Mundo;84;251;643;1996;1441;4415;1580;5995
2016;12;TOTAL;5483;14431;62193;172023;48483;302613;147970;450583
2016;13;España;25224;69628;186076;499654;109216;889798;279428;1169226
2016;13;Holanda;631;2612;20531;73280;11057;108111;58782;166893
2016;13;Bélgica;671;2575;10640;91203;24403;129492;25536;155028
2016;13;Alemania;4605;11584;109037;333134;65045;523405;132884;656289
2016;13;Francia;3768;6563;22364;75051;15806;123552;46580;170132
2016;13;Gran Bretaña;15479;29065;240291;738390;238719;1261944;787149;2049093
2016;13;Irlanda;197;1692;14163;26577;10472;53101;40400;93501
2016;13;Italia;2613;5756;33805;60743;10142;113059;46336;159395
2016;13;Suecia;262;4261;14829;50954;10128;80434;66289;146723
2016;13;Noruega;175;4261;8996;19057;4915;37404;41731;79135
2016;13;Dinamarca;191;4479;11525;26141;3143;45479;43271;88750
2016;13;Finlandia;247;1810;10748;22000;3671;38476;57368;95844
2016;13;Suiza;458;1896;6168;23015;14320;45857;10371;56228
2016;13;Austria;274;852;4046;16404;5382;26958;6941;33899
2016;13;Rusia;952;1965;14436;26662;12511;56526;38283;94809
2016;13;Países del Este;849;2751;15479;65140;8884;93103;42893;135996
2016;13;Resto de Europa;1290;4471;31351;56542;9523;103177;49636;152813
2016;13;Estados Unidos;295;697;1970;4288;6276;13526;3968;17494
2016;13;Resto de América;784;1544;5635;3844;2593;14400;4673;19073
2016;13;Resto del Mundo;797;2064;5428;20474;13716;42479;13964;56443
2016;13;TOTAL;59762;160526;767518;2232553;579922;3800281;1796483;5596764
2017;1;España;1792;5008;10654;26974;5790;50218;8807;59025
2017;1;Holanda;121;276;1414;5148;1024;7983;3865;11848
2017;1;Bélgica;66;214;906;7753;2792;11731;2081;13812
2017;1;Alemania;523;1271;7965;26094;5954;41807;9900;51707
2017;1;Francia;350;609;2221;5480;1306;9966;3046;13012
2017;1;Gran Bretaña;1367;2525;15064;51427;18178;88561;53360;141921
2017;1;Irlanda;39;125;930;2263;1093;4450;2593;7043
2017;1;Italia;285;584;2511;7093;1266;11739;3945;15684
2017;1;Suecia;54;796;3264;9773;2168;16055;11491;27546
2017;1;Noruega;43;505;1093;2941;793;5375;6658;12033
2017;1;Dinamarca;41;619;1878;4674;605;7817;6902;14719
2017;1;Finlandia;46;262;1807;3620;660;6395;9568;15963
2017;1;Suiza;34;169;432;1409;1032;3076;720;3796
2017;1;Austria;24;89;452;1522;522;2609;700;3309
2017;1;Rusia;89;185;1034;2283;1316;4907;2833;7740
2017;1;Países del Este;79;322;1211;5334;617;7563;3192;10755
2017;1;Resto de Europa;194;503;1795;3541;1018;7051;3538;10589
2017;1;Estados Unidos;40;72;163;312;377;964;231;1195
2017;1;Resto de América;51;117;291;396;234;1089;268;1357
2017;1;Resto del Mundo;73;212;443;1515;1066;3309;982;4291
2017;1;TOTAL;5311;14463;55528;169552;47811;292665;134680;427345
2017;2;España;1739;5405;10924;26928;5433;50429;9236;59665
2017;2;Holanda;111;390;1489;6012;1168;9170;4596;13766
2017;2;Bélgica;41;349;812;7282;2668;11152;2075;13227
2017;2;Alemania;462;2198;7438;24263;6283;40644;9646;50290
2017;2;Francia;339;969;2813;7578;1575;13274;4613;17887
2017;2;Gran Bretaña;1386;1798;15033;53855;21573;93645;52441;146086
2017;2;Irlanda;13;409;764;2042;1140;4368;2092;6460
2017;2;Italia;220;794;2039;5299;945;9297;2842;12139
2017;2;Suecia;31;894;2132;8194;1793;13044;8915;21959
2017;2;Noruega;34;554;1186;2766;770;5310;6269;11579
2017;2;Dinamarca;16;1784;1804;4693;928;9225;6984;16209
2017;2;Finlandia;28;138;1578;3726;821;6291;8347;14638
2017;2;Suiza;37;285;422;1729;1211;3684;553;4237
2017;2;Austria;37;208;416;1677;648;2986;779;3765
2017;2;Rusia;38;176;430;1332;551;2527;1744;4271
2017;2;Países del Este;70;319;1080;5298;596;7363;3181;10544
2017;2;Resto de Europa;111;684;2009;4398;1103;8305;4058;12363
2017;2;Estados Unidos;22;104;163;445;506;1240;276;1516
2017;2;Resto de América;51;213;249;346;212;1071;240;1311
2017;2;Resto del Mundo;81;366;441;1985;1246;4119;1027;5146
2017;2;TOTAL;4867;18037;53222;169848;51170;297144;129914;427058
2017;3;España;1871;6214;13677;31302;6786;59850;12266;72116
2017;3;Holanda;87;434;1380;4922;1025;7848;3867;11715
2017;3;Bélgica;59;400;885;6947;2560;10851;2465;13316
2017;3;Alemania;519;2556;9006;29179;6947;48207;11439;59646
2017;3;Francia;393;1154;2345;6254;1486;11632;3670;15302
2017;3;Gran Bretaña;1563;1617;17563;62260;24025;107028;67016;174044
2017;3;Irlanda;25;325;987;2344;899;4580;2634;7214
2017;3;Italia;222;654;2187;4848;985;8896;3198;12094
2017;3;Suecia;35;871;2723;7556;1346;12531;8867;21398
2017;3;Noruega;9;364;945;2564;638;4520;6126;10646
2017;3;Dinamarca;21;1561;1596;3922;531;7631;5847;13478
2017;3;Finlandia;30;181;1608;3569;602;5990;8141;14131
2017;3;Suiza;20;379;408;1770;1146;3723;515;4238
2017;3;Austria;14;227;371;1241;480;2333;513;2846
2017;3;Rusia;53;161;586;1676;792;3268;2491;5759
2017;3;Países del Este;80;243;1266;5500;555;7644;3942;11586
2017;3;Resto de Europa;161;659;2637;4123;978;8558;4364;12922
2017;3;Estados Unidos;46;120;217;648;607;1638;423;2061
2017;3;Resto de América;71;184;271;365;245;1136;342;1478
2017;3;Resto del Mundo;46;250;473;2268;1331;4368;1136;5504
2017;3;TOTAL;5325;18554;61131;183258;53964;322232;149262;471494
2017;4;España;2176;7923;18419;48034;10178;86730;29370;116100
2017;4;Holanda;43;340;1747;7602;1477;11209;6488;17697
2017;4;Bélgica;44;300;1023;8275;2373;12015;2054;14069
2017;4;Alemania;332;2204;8136;25275;5589;41536;10843;52379
2017;4;Francia;294;1162;3213;11086;1620;17375;5609;22984
2017;4;Gran Bretaña;1157;1192;17742;65141;22827;108059;70284;178343
2017;4;Irlanda;7;230;955;2558;1086;4836;3404;8240
2017;4;Italia;158;700;2287;5192;1226;9563;3301;12864
2017;4;Suecia;17;553;1611;4413;838;7432;5374;12806
2017;4;Noruega;8;169;446;1394;541;2558;2777;5335
2017;4;Dinamarca;24;785;1170;2414;319;4712;3450;8162
2017;4;Finlandia;11;70;624;2085;269;3059;3700;6759
2017;4;Suiza;79;385;582;2346;1565;4957;1017;5974
2017;4;Austria;13;136;292;1317;606;2364;584;2948
2017;4;Rusia;64;191;863;1994;1272;4384;2657;7041
2017;4;Países del Este;56;244;1227;6035;761;8323;3777;12100
2017;4;Resto de Europa;139;614;2588;4476;1126;8943;4895;13838
2017;4;Estados Unidos;48;73;247;514;960;1842;350;2192
2017;4;Resto de América;61;161;302;440;257;1221;345;1566
2017;4;Resto del Mundo;54;259;563;2213;1117;4206;1585;5791
2017;4;TOTAL;4785;17691;64037;202804;56007;345324;161864;507188
2017;5;España;1787;7375;17785;48395;10110;85452;28980;114432
2017;5;Holanda;17;204;1340;5885;927;8373;4861;13234
2017;5;Bélgica;43;328;801;6204;2063;9439;2009;11448
2017;5;Alemania;155;1258;6504;23747;4379;36043;8399;44442
2017;5;Francia;224;957;1801;6730;1174;10886;3641;14527
2017;5;Gran Bretaña;1004;1042;17322;67397;20123;106888;77805;184693
2017;5;Irlanda;7;270;1177;2651;799;4904;4085;8989
2017;5;Italia;143;586;2423;4911;664;8727;3370;12097
2017;5;Suecia;8;46;168;314;111;647;449;1096
2017;5;Noruega;4;104;67;152;98;425;397;822
2017;5;Dinamarca;2;44;198;707;143;1094;980;2074
2017;5;Finlandia;5;24;209;245;151;634;466;1100
2017;5;Suiza;23;203;321;1749;1259;3555;752;4307
2017;5;Austria;5;134;177;1127;366;1809;490;2299
2017;5;Rusia;49;165;1411;2431;998;5054;2944;7998
2017;5;Países del Este;98;308;1586;6289;584;8865;3620;12485
2017;5;Resto de Europa;115;470;2618;4023;573;7799;4634;12433
2017;5;Estados Unidos;8;75;165;480;696;1424;440;1864
2017;5;Resto de América;74;178;329;344;248;1173;661;1834
2017;5;Resto del Mundo;65;252;477;1694;991;3479;995;4474
2017;5;TOTAL;3836;14023;56879;185475;46457;306670;149978;456648
2017;6;España;1858;6847;20252;56369;13530;98856;35939;134795
2017;6;Holanda;24;255;1156;4635;785;6855;4001;10856
2017;6;Bélgica;18;214;897;6299;1554;8982;1898;10880
2017;6;Alemania;174;723;7443;27216;4234;39790;10576;50366
2017;6;Francia;145;436;1292;5330;780;7983;2928;10911
2017;6;Gran Bretaña;1296;2321;18581;66604;18504;107306;84286;191592
2017;6;Irlanda;12;491;1370;2967;999;5839;5865;11704
2017;6;Italia;101;372;2157;4107;741;7478;3266;10744
2017;6;Suecia;8;34;194;645;105;986;570;1556
2017;6;Noruega;13;99;72;332;107;623;648;1271
2017;6;Dinamarca;2;26;197;817;72;1114;660;1774
2017;6;Finlandia;0;27;38;83;78;226;268;494
2017;6;Suiza;19;126;312;1398;1008;2863;424;3287
2017;6;Austria;12;51;241;1026;428;1758;287;2045
2017;6;Rusia;97;160;1263;2449;1256;5225;3637;8862
2017;6;Países del Este;58;418;1724;7349;791;10340;4075;14415
2017;6;Resto de Europa;53;485;2669;5640;651;9498;4674;14172
2017;6;Estados Unidos;35;110;184;475;595;1399;469;1868
2017;6;Resto de América;46;114;309;401;205;1075;489;1564
2017;6;Resto del Mundo;50;211;382;1670;1241;3554;1216;4770
2017;6;TOTAL;4021;13520;60733;195812;47664;321750;166176;487926
2017;7;España;2508;7130;18142;65781;15127;108688;36798;145486
2017;7;Holanda;24;243;1812;7863;982;10924;6760;17684
2017;7;Bélgica;20;315;937;9368;2143;12783;2438;15221
2017;7;Alemania;196;529;7659;22337;3340;34061;10984;45045
2017;7;Francia;184;441;2201;7746;1270;11842;4972;16814
2017;7;Gran Bretaña;1002;2002;19306;66399;18986;107695;80233;187928
2017;7;Irlanda;0;392;1475;2438;952;5257;6365;11622
2017;7;Italia;150;392;2557;4212;561;7872;3578;11450
2017;7;Suecia;15;50;257;600;196;1118;649;1767
2017;7;Noruega;6;77;247;766;244;1340;1145;2485
2017;7;Dinamarca;0;64;323;885;177;1449;1165;2614
2017;7;Finlandia;10;13;12;37;76;148;124;272
2017;7;Suiza;25;135;568;2382;1348;4458;895;5353
2017;7;Austria;6;99;339;1798;436;2678;662;3340
2017;7;Rusia;47;134;1099;2366;1480;5126;3170;8296
2017;7;Países del Este;23;300;1932;7887;914;11056;4163;15219
2017;7;Resto de Europa;80;564;2619;8107;950;12320;5218;17538
2017;7;Estados Unidos;23;75;160;520;763;1541;410;1951
2017;7;Resto de América;89;148;383;419;277;1316;427;1743
2017;7;Resto del Mundo;117;183;658;2496;1480;4934;1599;6533
2017;7;TOTAL;4525;13286;62686;214407;51702;346606;171755;518361
2017;8;España;2028;7147;18351;65390;15799;108715;39897;148612
2017;8;Holanda;24;310;2220;8460;1032;12046;6976;19022
2017;8;Bélgica;13;187;520;7810;1946;10476;1484;11960
2017;8;Alemania;197;825;8052;22120;3794;34988;11031;46019
2017;8;Francia;283;713;2256;8184;1699;13135;4831;17966
2017;8;Gran Bretaña;1095;2081;19121;65569;19606;107472;84454;191926
2017;8;Irlanda;2;365;1387;2595;845;5194;5763;10957
2017;8;Italia;194;804;3235;6192;852;11277;5246;16523
2017;8;Suecia;3;27;228;665;75;998;487;1485
2017;8;Noruega;0;69;167;519;112;867;507;1374
2017;8;Dinamarca;3;18;301;646;67;1035;585;1620
2017;8;Finlandia;9;11;19;26;143;208;102;310
2017;8;Suiza;13;69;263;1368;701;2414;386;2800
2017;8;Austria;31;56;234;1267;469;2057;520;2577
2017;8;Rusia;50;213;976;2270;1504;5013;2994;8007
2017;8;Países del Este;33;449;1425;7094;1080;10081;4023;14104
2017;8;Resto de Europa;101;405;2837;7335;1259;11937;4004;15941
2017;8;Estados Unidos;10;50;101;325;563;1049;370;1419
2017;8;Resto de América;50;140;386;383;235;1194;450;1644
2017;8;Resto del Mundo;77;230;538;2712;1691;5248;1420;6668
2017;8;TOTAL;4216;14169;62617;210930;53472;345404;175530;520934
2017;9;España;2618;7744;15209;49816;13484;88871;28404;117275
2017;9;Holanda;49;318;1408;5640;1414;8829;4615;13444
2017;9;Bélgica;30;193;683;6938;2368;10212;1885;12097
2017;9;Alemania;261;1136;7719;26470;6213;41799;10689;52488
2017;9;Francia;169;512;1877;5935;1406;9899;3861;13760
2017;9;Gran Bretaña;1358;2364;18550;63678;21521;107471;83257;190728
2017;9;Irlanda;13;311;1325;2889;987;5525;4772;10297
2017;9;Italia;172;575;2320;4219;528;7814;3865;11679
2017;9;Suecia;3;46;269;549;157;1024;603;1627
2017;9;Noruega;5;43;187;452;106;793;629;1422
2017;9;Dinamarca;1;105;159;588;142;995;607;1602
2017;9;Finlandia;2;31;65;241;79;418;418;836
2017;9;Suiza;38;152;448;2192;1524;4354;849;5203
2017;9;Austria;24;70;293;1510;397;2294;534;2828
2017;9;Rusia;54;210;1108;2333;1102;4807;3493;8300
2017;9;Países del Este;50;368;1705;6153;767;9043;4222;13265
2017;9;Resto de Europa;76;500;2573;6090;5623;14862;4117;18979
2017;9;Estados Unidos;29;91;72;347;514;1053;249;1302
2017;9;Resto de América;116;155;389;380;360;1400;464;1864
2017;9;Resto del Mundo;132;196;417;2214;1144;4103;1168;5271
2017;9;TOTAL;5200;15120;56776;188634;59836;325566;158701;484267
2017;10;España;2244;5907;14756;43988;8983;75878;19865;95743
2017;10;Holanda;26;464;1873;6973;1478;10814;5880;16694
2017;10;Bélgica;29;205;794;7261;3256;11545;1709;13254
2017;10;Alemania;340;1492;8988;27808;7834;46462;13040;59502
2017;10;Francia;227;697;2411;7827;1560;12722;5143;17865
2017;10;Gran Bretaña;1040;2064;17685;63203;22983;106975;70233;177208
2017;10;Irlanda;24;350;1187;2710;756;5027;4010;9037
2017;10;Italia;179;433;2325;4752;595;8284;3281;11565
2017;10;Suecia;38;312;1347;4398;907;7002;7452;14454
2017;10;Noruega;19;308;746;1789;508;3370;4524;7894
2017;10;Dinamarca;21;376;813;2176;779;4165;3331;7496
2017;10;Finlandia;9;108;721;2892;492;4222;6448;10670
2017;10;Suiza;22;285;751;3080;2527;6665;1409;8074
2017;10;Austria;5;91;241;1439;598;2374;599;2973
2017;10;Rusia;97;272;1286;2448;1228;5331;3506;8837
2017;10;Países del Este;54;372;1925;6691;751;9793;4419;14212
2017;10;Resto de Europa;92;602;2394;5404;1038;9530;4479;14009
2017;10;Estados Unidos;15;63;128;531;884;1621;316;1937
2017;10;Resto de América;103;164;426;639;345;1677;385;2062
2017;10;Resto del Mundo;175;281;612;2714;1536;5318;1213;6531
2017;10;TOTAL;4759;14846;61409;198723;59038;338775;161242;500017
2017;11;España;2223;5170;12454;32684;6598;59129;12337;71466
2017;11;Holanda;37;260;1370;4579;940;7186;3925;11111
2017;11;Bélgica;61;223;885;6873;2742;10784;1981;12765
2017;11;Alemania;503;1811;9206;32578;9403;53501;12478;65979
2017;11;Francia;296;695;1838;4711;1042;8582;2782;11364
2017;11;Gran Bretaña;962;2465;14114;53604;16921;88066;60003;148069
2017;11;Irlanda;22;299;774;2216;847;4158;2455;6613
2017;11;Italia;199;466;1843;4927;697;8132;2986;11118
2017;11;Suecia;38;577;2215;8620;1888;13338;10033;23371
2017;11;Noruega;23;265;913;2500;742;4443;5863;10306
2017;11;Dinamarca;25;616;852;2708;544;4745;4822;9567
2017;11;Finlandia;31;218;1492;4603;1198;7542;9723;17265
2017;11;Suiza;59;297;379;2068;1592;4395;1129;5524
2017;11;Austria;18;133;416;1687;872;3126;819;3945
2017;11;Rusia;90;214;913;1957;971;4145;2612;6757
2017;11;Países del Este;77;476;1747;5675;839;8814;3552;12366
2017;11;Resto de Europa;105;499;2105;3838;969;7516;3438;10954
2017;11;Estados Unidos;45;80;252;510;784;1671;241;1912
2017;11;Resto de América;64;136;263;520;197;1180;197;1377
2017;11;Resto del Mundo;86;163;553;2010;1518;4330;571;4901
2017;11;TOTAL;4964;15063;54584;178868;51304;304783;141947;446730
2017;12;España;2101;5679;11778;35477;9900;64935;14153;79088
2017;12;Holanda;35;363;1172;5140;1057;7767;4690;12457
2017;12;Bélgica;38;312;779;7774;2420;11323;2788;14111
2017;12;Alemania;439;1223;7231;24948;5896;39737;11983;51720
2017;12;Francia;272;531;1664;6206;1144;9817;3339;13156
2017;12;Gran Bretaña;1294;2172;15476;52189;17496;88627;63578;152205
2017;12;Irlanda;15;244;828;2159;871;4117;3138;7255
2017;12;Italia;213;528;2140;5410;1037;9328;4126;13454
2017;12;Suecia;47;615;3434;8393;1856;14345;12234;26579
2017;12;Noruega;22;290;831;2041;775;3959;5399;9358
2017;12;Dinamarca;9;514;1277;2948;526;5274;5038;10312
2017;12;Finlandia;41;304;1579;4308;1136;7368;10455;17823
2017;12;Suiza;42;215;361;1615;1122;3355;706;4061
2017;12;Austria;19;74;343;1497;499;2432;632;3064
2017;12;Rusia;75;140;889;1721;925;3750;2528;6278
2017;12;Países del Este;47;349;1476;5946;956;8774;3864;12638
2017;12;Resto de Europa;79;582;1890;4242;1009;7802;4187;11989
2017;12;Estados Unidos;41;93;252;554;577;1517;371;1888
2017;12;Resto de América;59;116;335;510;366;1386;393;1779
2017;12;Resto del Mundo;115;249;696;2692;1695;5447;1417;6864
2017;12;TOTAL;5003;14593;54431;175770;51263;301060;155019;456079
2017;13;España;24945;77549;182401;531138;121718;937751;276052;1213803
2017;13;Holanda;598;3857;18381;72859;13309;109004;60524;169528
2017;13;Bélgica;462;3240;9922;88784;28885;131293;24867;156160
2017;13;Alemania;4101;17226;95347;312035;69866;498575;131008;629583
2017;13;Francia;3176;8876;25932;83067;16062;137113;48435;185548
2017;13;Gran Bretaña;14524;23643;205557;731326;242743;1217793;846950;2064743
2017;13;Irlanda;179;3811;13159;29832;11274;58255;47176;105431
2017;13;Italia;2236;6888;28024;61162;10097;108407;43004;151411
2017;13;Suecia;297;4821;17842;54120;11440;88520;67124;155644
2017;13;Noruega;186;2847;6900;18216;5434;33583;40942;74525
2017;13;Dinamarca;165;6512;10568;27178;4833;49256;40371;89627
2017;13;Finlandia;222;1387;9752;25435;5705;42501;57760;100261
2017;13;Suiza;411;2700;5247;23106;16035;47499;9355;56854
2017;13;Austria;208;1368;3815;17108;6321;28820;7119;35939
2017;13;Rusia;803;2221;11858;25260;13395;53537;34609;88146
2017;13;Países del Este;725;4168;18304;75251;9211;107659;46030;153689
2017;13;Resto de Europa;1306;6567;28734;61217;16297;114121;51606;165727
2017;13;Estados Unidos;362;1006;2104;5661;7826;16959;4146;21105
2017;13;Resto de América;835;1826;3933;5143;3181;14918;4661;19579
2017;13;Resto del Mundo;1071;2852;6253;26183;16056;52415;14329;66744
2017;13;TOTAL;56812;183365;704033;2274081;629688;3847979;1856068;5704047
2018;1;España;1909;5084;9934;28268;7109;52304;9647;61951
2018;1;Holanda;51;402;1292;4682;992;7419;4563;11982
2018;1;Bélgica;62;198;856;8107;2496;11719;2344;14063
2018;1;Alemania;460;1443;7770;26523;5549;41745;9593;51338
2018;1;Francia;288;699;1574;6017;1188;9766;3559;13325
2018;1;Gran Bretaña;1162;2199;13659;51455;16576;85051;54689;139740
2018;1;Irlanda;42;270;962;2663;1189;5126;3304;8430
2018;1;Italia;228;487;2222;6285;1015;10237;4088;14325
2018;1;Suecia;71;563;2795;7887;1735;13051;10979;24030
2018;1;Noruega;32;299;973;2229;644;4177;5765;9942
2018;1;Dinamarca;40;734;1737;3967;746;7224;5659;12883
2018;1;Finlandia;42;228;1644;4212;742;6868;10184;17052
2018;1;Suiza;49;184;477;1429;994;3133;815;3948
2018;1;Austria;20;66;360;1319;393;2158;731;2889
2018;1;Rusia;88;321;1131;2419;1233;5192;2794;7986
2018;1;Países del Este;44;394;1340;5441;924;8143;4227;12370
2018;1;Resto de Europa;103;505;1682;3629;1048;6967;4491;11458
2018;1;Estados Unidos;23;102;130;440;382;1077;330;1407
2018;1;Resto de América;103;116;300;478;355;1352;311;1663
2018;1;Resto del Mundo;116;179;634;2370;1448;4747;791;5538
2018;1;TOTAL;4933;14473;51472;169820;46758;287456;138864;426320
2018;2;España;2005;4867;10775;27475;7354;52476;10048;62524
2018;2;Holanda;51;566;1344;5136;1384;8481;4948;13429
2018;2;Bélgica;85;240;916;7548;2622;11411;2176;13587
2018;2;Alemania;458;1215;7309;26043;6046;41071;10042;51113
2018;2;Francia;301;806;1936;7116;1414;11573;5160;16733
2018;2;Gran Bretaña;1236;2476;12986;53550;20315;90563;54462;145025
2018;2;Irlanda;24;314;871;2595;980;4784;2641;7425
